YEAR,regime_var,regime,p_turnout,p_dpp,p_kmt,p_other,p_turnout_base,p_dpp_base,p_kmt_base,p_other_base,d_turnout,d_dpp,d_kmt,d_other,coding
2016,Identity,Both,0.8056514913657771,0.34060795011691347,0.5087685113016368,0.13347622759158223,0.8135007849293564,0.5681204168274797,0.3232342724816673,0.10189116171362408,-0.7849293563579329,-22.751246671056624,18.55342388199695,3.1585065877958147,expansive
2016,Identity,Chinese,0.7591836734693878,0.23200992555831265,0.5696856906534326,0.1346153846153846,0.8135007849293564,0.5681204168274797,0.3232342724816673,0.10189116171362408,-5.431711145996864,-33.611049126916704,24.645141817176526,3.2724222901760527,expansive
2016,Identity,Taiwanese,0.8313971742543171,0.758119335347432,0.1537009063444109,0.08496978851963746,0.8135007849293564,0.5681204168274797,0.3232342724816673,0.10189116171362408,1.7896389324960738,18.999891851995233,-16.953336613725643,-1.6921373193986622,expansive
2016,MediaExposure,Blue,0.8197802197802198,0.5658751436231328,0.3226733052470318,0.10034469551895825,0.8135007849293564,0.5681204168274797,0.3232342724816673,0.10189116171362408,0.6279434850863352,-0.22452732043468648,-0.0560967234635501,-0.15464661946658353,expansive
2016,MediaExposure,Green,0.8105180533751962,0.5556846794499322,0.3193879527406547,0.11214410226612434,0.8135007849293564,0.5681204168274797,0.3232342724816673,0.10189116171362408,-0.29827315541601784,-1.243573737754755,-0.3846319741012627,1.0252940552500256,expansive
2016,MediaExposure,None,0.826530612244898,0.562962962962963,0.30256410256410254,0.12060778727445394,0.8135007849293564,0.5681204168274797,0.3232342724816673,0.10189116171362408,1.3029827315541587,-0.5157453864516715,-2.0670169917564762,1.8716625560829856,expansive
2016,Tondu,Independence,0.8091051805337519,0.7467986030267754,0.10244470314318975,0.12165308498253784,0.8135007849293564,0.5681204168274797,0.3232342724816673,0.10189116171362408,-0.4395604395604491,17.867818619929565,-22.078956933847753,1.9761923268913753,expansive
2016,Tondu,StatusQuo,0.8270015698587128,0.49791192103265,0.37965072133637057,0.1186408504176158,0.8135007849293564,0.5681204168274797,0.3232342724816673,0.10189116171362408,1.3500784929356358,-7.020849579482974,5.641644885470326,1.6749688703991712,expansive
2016,Tondu,Unification,0.8032967032967033,0.4315028336916162,0.3976939613054524,0.146765683017393,0.8135007849293564,0.5681204168274797,0.3232342724816673,0.10189116171362408,-1.0204081632653073,-13.661758313586352,7.445968882378512,4.487452130376893,expansive
2020,Identity,Both,0.839590942293645,0.3594919088219941,0.5555942230729076,0.07342961545153993,0.8476260043827611,0.6035849706997587,0.33281627025163735,0.05670458462599104,-0.8035062089116196,-24.40930618777646,22.277795282127027,1.6725030825548894,expansive
2020,Identity,Chinese,0.7503287070854638,0.21436915887850466,0.5989096573208723,0.11468068535825546,0.8476260043827611,0.6035849706997587,0.33281627025163735,0.05670458462599104,-9.72972972972973,-38.9215811821254,26.609338706923495,5.7976100732264415,expansive
2020,Identity,Taiwanese,0.8565376186997808,0.7914037182329865,0.16663823980897152,0.039570185911649326,0.8476260043827611,0.6035849706997587,0.33281627025163735,0.05670458462599104,0.89116143170197,18.781874753322782,-16.617803044266584,-1.7134398714341712,expansive
2020,MediaExposure,Blue,0.84572680788897,0.562273276904474,0.3720849887718086,0.057350146830195195,0.8476260043827611,0.6035849706997587,0.33281627025163735,0.05670458462599104,-0.1899196493791111,-4.131169379528465,3.9268718520171273,0.06455622042041559,expansive
2020,MediaExposure,Green,0.852008765522279,0.5985939643347051,0.3333333333333333,0.06001371742112483,0.8476260043827611,0.6035849706997587,0.33281627025163735,0.05670458462599104,0.43827611395178545,-0.4991006365053563,0.05170630816959676,0.3309132795133791,expansive
2020,MediaExposure,None,0.8454346238130022,0.6208743735959911,0.2897874546397097,0.07620528771384137,0.8476260043827611,0.6035849706997587,0.33281627025163735,0.05670458462599104,-0.21913805697589828,1.7289402896232375,-4.302881561192767,1.9500703087850333,expansive
2020,Tondu,Independence,0.8487947406866326,0.7736660929432013,0.1865748709122203,0.029259896729776247,0.8476260043827611,0.6035849706997587,0.33281627025163735,0.05670458462599104,0.11687363038714871,17.008112224344263,-14.624139933941704,-2.7444687896214792,expansive
2020,Tondu,StatusQuo,0.8224981738495252,0.49182948490230904,0.4230905861456483,0.08134991119005329,0.8476260043827611,0.6035849706997587,0.33281627025163735,0.05670458462599104,-2.5127830533235973,-11.175548579744966,9.027431589401097,2.464532656406225,expansive
2020,Tondu,Unification,0.7924032140248356,0.3659660766961652,0.48783185840707965,0.12039085545722714,0.8476260043827611,0.6035849706997587,0.33281627025163735,0.05670458462599104,-5.522279035792554,-23.761889400359347,15.50155881554423,6.368627083123609,expansive
2024,Identity,Both,0.8454545454545455,0.17858812529219262,0.5381019167835437,0.2791023842917251,0.8642292490118577,0.4143608506745941,0.34164189343699974,0.23416418934369998,-1.8774703557312256,-23.57727253824015,19.646002334654394,4.493819494802515,expansive
2024,Identity,Chinese,0.6630434782608695,0.08822652757078987,0.5809239940387482,0.23189269746646796,0.8642292490118577,0.4143608506745941,0.34164189343699974,0.23416418934369998,-20.11857707509882,-32.613432310380425,23.92821006017484,-0.22714918772320236,expansive
2024,Identity,Taiwanese,0.8839920948616601,0.632684998882182,0.17259110216856696,0.18868768164542812,0.8642292490118577,0.4143608506745941,0.34164189343699974,0.23416418934369998,1.9762845849802368,21.83241482075879,-16.90507912684328,-4.547650769827186,expansive
2024,MediaExposure,Blue,0.8604743083003953,0.3364722094625632,0.40629306384933395,0.2489664676159853,0.8642292490118577,0.4143608506745941,0.34164189343699974,0.23416418934369998,-0.3754940711462429,-7.788864121203093,6.4651170412334205,1.4802278272285307,expansive
2024,MediaExposure,Green,0.850197628458498,0.4597861459786146,0.2868433286843329,0.22896327289632729,0.8642292490118577,0.4143608506745941,0.34164189343699974,0.23416418934369998,-1.4031620553359714,4.542529530402051,-5.479856475266686,-0.5200916447372694,expansive
2024,MediaExposure,None,0.8634387351778656,0.40741588464179446,0.28381780727855344,0.2993820096131838,0.8642292490118577,0.4143608506745941,0.34164189343699974,0.23416418934369998,-0.07905138339920903,-0.6944966032799649,-5.782408615844631,6.52178202694838,expansive
2024,Tondu,Independence,0.81699604743083,0.5716013546202225,0.1644895984518626,0.24383164005805516,0.8642292490118577,0.4143608506745941,0.34164189343699974,0.23416418934369998,-4.723320158102773,15.724050394562845,-17.715229498513715,0.966745071435518,expansive
